seconds,time,tp,fp,tn,fn,precision,recall,dice,loss
8.00457239151001,2020-12-31-17:36:44,19988,2597605,20903936,71431,0.0076,0.2186,0.0148,1.1338
18.412989616394043,2020-12-31-17:36:54,0,0,23501541,91419,nan,nan,nan,1.0164
28.712618589401245,2020-12-31-17:37:05,0,10,23501531,91419,nan,nan,nan,0.9907
39.02532958984375,2020-12-31-17:37:15,1431,2899,23498642,89988,0.3305,0.0157,0.0299,0.9735
49.49017071723938,2020-12-31-17:37:25,80778,153308,23348233,10641,0.3451,0.8836,0.4963,0.9297
59.937992811203,2020-12-31-17:37:36,86298,151703,23349838,5121,0.3626,0.944,0.5239,0.8972
70.361252784729,2020-12-31-17:37:46,84280,97850,23403691,7139,0.4627,0.9219,0.6162,0.8677
80.71303796768188,2020-12-31-17:37:57,88165,127937,23373604,3254,0.408,0.9644,0.5734,0.8357
91.15986371040344,2020-12-31-17:38:07,84409,75693,23425848,7010,0.5272,0.9233,0.6712,0.7986
101.61833262443542,2020-12-31-17:38:17,85864,76993,23424548,5555,0.5272,0.9392,0.6754,0.7552
112.03829336166382,2020-12-31-17:38:28,83247,60250,23441291,8172,0.5801,0.9106,0.7087,0.7108
122.38709139823914,2020-12-31-17:38:38,81578,67402,23434139,9841,0.5476,0.8924,0.6787,0.6694
132.73542952537537,2020-12-31-17:38:49,81842,60671,23440870,9577,0.5743,0.8952,0.6997,0.6131
143.18137407302856,2020-12-31-17:38:59,78928,39356,23462185,12491,0.6673,0.8634,0.7528,0.5516
153.51227736473083,2020-12-31-17:39:09,79391,45464,23456077,12028,0.6359,0.8684,0.7342,0.5067
163.9741916656494,2020-12-31-17:39:20,80726,35044,23466497,10693,0.6973,0.883,0.7792,0.4386
174.34446835517883,2020-12-31-17:39:30,77820,33680,23467861,13599,0.6979,0.8512,0.767,0.4102
184.74338936805725,2020-12-31-17:39:41,76031,22612,23478929,15388,0.7708,0.8317,0.8001,0.3571
195.13136959075928,2020-12-31-17:39:51,80294,29585,23471956,11125,0.7307,0.8783,0.7978,0.3222
205.56636095046997,2020-12-31-17:40:01,77063,20147,23481394,14356,0.7927,0.843,0.8171,0.2892
215.98465037345886,2020-12-31-17:40:12,77785,21874,23479667,13634,0.7805,0.8509,0.8142,0.2712
226.31277990341187,2020-12-31-17:40:22,76242,23588,23477953,15177,0.7637,0.834,0.7973,0.2744
236.68847942352295,2020-12-31-17:40:33,75234,25075,23476466,16185,0.75,0.823,0.7848,0.2735
247.04484796524048,2020-12-31-17:40:43,76967,18173,23483368,14452,0.809,0.8419,0.8251,0.2281
257.44615507125854,2020-12-31-17:40:53,76048,18411,23483130,15371,0.8051,0.8319,0.8183,0.2287
267.8753447532654,2020-12-31-17:41:04,76092,17617,23483924,15327,0.812,0.8323,0.822,0.2183
278.22910833358765,2020-12-31-17:41:14,79295,17893,23483648,12124,0.8159,0.8674,0.8408,0.1965
288.60856223106384,2020-12-31-17:41:24,78365,15609,23485932,13054,0.8339,0.8572,0.8454,0.1888
299.09107732772827,2020-12-31-17:41:35,80291,16559,23484982,11128,0.829,0.8783,0.8529,0.178
