seconds,time,tp,fp,tn,fn,precision,recall,dice,loss
9.01663613319397,2020-12-31-19:18:39,32032,3663634,19837907,59387,0.0087,0.3504,0.0169,1.1516
18.648921728134155,2020-12-31-19:18:49,5853,112484,23389057,85566,0.0495,0.064,0.0558,1.0633
28.281595468521118,2020-12-31-19:18:59,607,6812,23494729,90812,0.0818,0.0066,0.0123,1.0313
37.907156467437744,2020-12-31-19:19:08,4,343,23501198,91415,0.0115,0.0,0.0001,1.0138
47.60526895523071,2020-12-31-19:19:18,0,18,23501523,91419,nan,nan,nan,0.9997
57.318549394607544,2020-12-31-19:19:28,1,4,23501537,91418,0.2,0.0,0.0,0.9894
67.11024832725525,2020-12-31-19:19:38,0,0,23501541,91419,nan,nan,nan,0.9839
76.90676951408386,2020-12-31-19:19:47,0,0,23501541,91419,nan,nan,nan,0.9806
86.6546220779419,2020-12-31-19:19:57,0,0,23501541,91419,nan,nan,nan,0.978
96.46475529670715,2020-12-31-19:20:07,0,0,23501541,91419,nan,nan,nan,0.9754
106.29794764518738,2020-12-31-19:20:17,0,0,23501541,91419,nan,nan,nan,0.9734
116.20778512954712,2020-12-31-19:20:27,0,0,23501541,91419,nan,nan,nan,0.9713
126.14970755577087,2020-12-31-19:20:37,0,0,23501541,91419,nan,nan,nan,0.9693
136.2396683692932,2020-12-31-19:20:47,0,2,23501539,91419,nan,nan,nan,0.9674
146.41279530525208,2020-12-31-19:20:57,3,32,23501509,91416,0.0857,0.0,0.0001,0.9657
156.62418937683105,2020-12-31-19:21:07,0,35,23501506,91419,nan,nan,nan,0.9641
166.97273421287537,2020-12-31-19:21:17,8,82,23501459,91411,0.0889,0.0001,0.0002,0.9625
177.3953914642334,2020-12-31-19:21:28,8,89,23501452,91411,0.0825,0.0001,0.0002,0.9605
187.87387251853943,2020-12-31-19:21:38,8,172,23501369,91411,0.0444,0.0001,0.0002,0.9587
198.49593353271484,2020-12-31-19:21:49,54,482,23501059,91365,0.1007,0.0006,0.0012,0.9569
209.04525065422058,2020-12-31-19:22:00,351,900,23500641,91068,0.2806,0.0038,0.0076,0.9552
