seconds,time,tp,fp,tn,fn,precision,recall,dice,loss
72.32004499435425,2021-01-03-18:38:39,235057,4969997,117955665,2668401,0.0452,0.081,0.058,0.9687
154.97748064994812,2021-01-03-18:40:02,181,34402,122891260,2903277,0.0052,0.0001,0.0001,0.8084
237.41422700881958,2021-01-03-18:41:24,1254,1043,122924619,2902204,0.5459,0.0004,0.0009,0.5399
320.0530216693878,2021-01-03-18:42:47,895811,250448,122675214,2007647,0.7815,0.3085,0.4424,0.395
402.7086009979248,2021-01-03-18:44:10,2570716,361964,122563698,332742,0.8766,0.8854,0.881,0.1505
485.36026430130005,2021-01-03-18:45:32,2588339,316931,122608731,315119,0.8909,0.8915,0.8912,0.127
568.0138354301453,2021-01-03-18:46:55,2628278,318334,122607328,275180,0.892,0.9052,0.8985,0.1151
650.6049098968506,2021-01-03-18:48:17,2617144,287846,122637816,286314,0.9009,0.9014,0.9012,0.1107
733.0983562469482,2021-01-03-18:49:40,2612524,281846,122643816,290934,0.9026,0.8998,0.9012,0.1108
815.6380276679993,2021-01-03-18:51:02,2672049,276142,122649520,231409,0.9063,0.9203,0.9133,0.0969
898.0669958591461,2021-01-03-18:52:25,2664844,230436,122695226,238614,0.9204,0.9178,0.9191,0.0906
980.6043198108673,2021-01-03-18:53:47,2712919,274112,122651550,190539,0.9082,0.9344,0.9211,0.0879
1063.1715784072876,2021-01-03-18:55:10,2667659,224064,122701598,235799,0.9225,0.9188,0.9206,0.0875
1145.725516319275,2021-01-03-18:56:33,2694028,270552,122655110,209430,0.9087,0.9279,0.9182,0.0906
1228.1542608737946,2021-01-03-18:57:55,2693731,255766,122669896,209727,0.9133,0.9278,0.9205,0.0882
1310.5766289234161,2021-01-03-18:59:17,2654705,220728,122704934,248753,0.9232,0.9143,0.9188,0.0884
1393.0206425189972,2021-01-03-19:00:40,2729586,257862,122667800,173872,0.9137,0.9401,0.9267,0.0801
1475.5614585876465,2021-01-03-19:02:02,2710099,210327,122715335,193359,0.928,0.9334,0.9307,0.0758
