seconds,time,tp,fp,tn,fn,precision,recall,dice,loss
9.64165997505188,2020-12-30-10:15:38,17375,3256190,23375087,90036,0.0053,0.1618,0.0103,1.3514
20.48492193222046,2020-12-30-10:15:49,6,10,26631267,107405,0.375,0.0001,0.0001,1.044
31.357784748077393,2020-12-30-10:16:00,45821,46130,26585147,61590,0.4983,0.4266,0.4597,0.9846
42.122339725494385,2020-12-30-10:16:11,91517,117547,26513730,15894,0.4377,0.852,0.5784,0.9254
52.976765871047974,2020-12-30-10:16:21,94535,100428,26530849,12876,0.4849,0.8801,0.6253,0.8775
63.69894766807556,2020-12-30-10:16:32,96107,77828,26553449,11304,0.5525,0.8948,0.6832,0.8159
74.56753182411194,2020-12-30-10:16:43,96946,61774,26569503,10465,0.6108,0.9026,0.7286,0.7471
85.44072437286377,2020-12-30-10:16:54,98631,70589,26560688,8780,0.5829,0.9183,0.7131,0.6927
96.28187251091003,2020-12-30-10:17:05,92127,58651,26572626,15284,0.611,0.8577,0.7136,0.6434
107.12297821044922,2020-12-30-10:17:16,90496,37680,26593597,16915,0.706,0.8425,0.7683,0.5476
117.97800660133362,2020-12-30-10:17:26,91318,41874,26589403,16093,0.6856,0.8502,0.7591,0.4907
128.84189105033875,2020-12-30-10:17:37,95887,44035,26587242,11524,0.6853,0.8927,0.7754,0.4168
139.708172082901,2020-12-30-10:17:48,89530,28694,26602583,17881,0.7573,0.8335,0.7936,0.3709
150.4319770336151,2020-12-30-10:17:59,88258,22536,26608741,19153,0.7966,0.8217,0.8089,0.3231
161.1962447166443,2020-12-30-10:18:10,93750,35639,26595638,13661,0.7246,0.8728,0.7918,0.2974
172.05608487129211,2020-12-30-10:18:21,87294,18166,26613111,20117,0.8277,0.8127,0.8202,0.2685
182.7855520248413,2020-12-30-10:18:31,93306,21314,26609963,14105,0.814,0.8687,0.8405,0.2268
193.5553879737854,2020-12-30-10:18:42,95952,25163,26606114,11459,0.7922,0.8933,0.8397,0.2125
204.33192586898804,2020-12-30-10:18:53,91592,21525,26609752,15819,0.8097,0.8527,0.8307,0.2186
215.0611445903778,2020-12-30-10:19:04,90166,14068,26617209,17245,0.865,0.8394,0.852,0.1912
225.92008519172668,2020-12-30-10:19:14,95392,25609,26605668,12019,0.7884,0.8881,0.8353,0.2148
236.76946926116943,2020-12-30-10:19:25,91110,15934,26615343,16301,0.8511,0.8482,0.8497,0.1884
