seconds,time,tp,fp,tn,fn,precision,recall,dice,loss
72.64169502258301,2021-01-04-05:04:59,212755,6019015,119316207,281143,0.0341,0.4308,0.0633,1.0077
155.58755588531494,2021-01-04-05:06:22,447289,752179,124583043,46609,0.3729,0.9056,0.5283,0.8342
238.457213640213,2021-01-04-05:07:45,423778,330568,125004654,70120,0.5618,0.858,0.679,0.6218
321.50575733184814,2021-01-04-05:09:08,409592,241601,125093621,84306,0.629,0.8293,0.7154,0.4149
404.33601355552673,2021-01-04-05:10:31,389890,168959,125166263,104008,0.6977,0.7894,0.7407,0.3154
487.19630312919617,2021-01-04-05:11:53,393722,131678,125203544,100176,0.7494,0.7972,0.7725,0.259
570.0643301010132,2021-01-04-05:13:16,404034,123185,125212037,89864,0.7663,0.8181,0.7914,0.2297
652.9550683498383,2021-01-04-05:14:39,383757,134274,125200948,110141,0.7408,0.777,0.7585,0.258
735.8927991390228,2021-01-04-05:16:02,401851,131192,125204030,92047,0.7539,0.8136,0.7826,0.2301
818.7428352832794,2021-01-04-05:17:25,400239,93146,125242076,93659,0.8112,0.8104,0.8108,0.2024
901.7002868652344,2021-01-04-05:18:48,401569,113203,125222019,92329,0.7801,0.8131,0.7962,0.2146
984.7442836761475,2021-01-04-05:20:11,416730,113915,125221307,77168,0.7853,0.8438,0.8135,0.1963
1067.6610724925995,2021-01-04-05:21:34,416015,91289,125243933,77883,0.8201,0.8423,0.831,0.1776
1150.526912689209,2021-01-04-05:22:57,412765,78010,125257212,81133,0.841,0.8357,0.8384,0.1697
1233.3344209194183,2021-01-04-05:24:20,419362,84963,125250259,74536,0.8315,0.8491,0.8402,0.169
1316.319409608841,2021-01-04-05:25:43,424489,78810,125256412,69409,0.8434,0.8595,0.8514,0.1555
1399.241405248642,2021-01-04-05:27:05,425008,77192,125258030,68890,0.8463,0.8605,0.8533,0.1516
1482.1362874507904,2021-01-04-05:28:28,411030,83341,125251881,82868,0.8314,0.8322,0.8318,0.1756
1565.0190303325653,2021-01-04-05:29:51,423855,87534,125247688,70043,0.8288,0.8582,0.8433,0.1623
1647.9702336788177,2021-01-04-05:31:14,422423,72581,125262641,71475,0.8534,0.8553,0.8543,0.1528
1730.8635601997375,2021-01-04-05:32:37,435129,97004,125238218,58769,0.8177,0.881,0.8482,0.1581
1813.7026059627533,2021-01-04-05:34:00,421260,74418,125260804,72638,0.8499,0.8529,0.8514,0.1526
1896.530790567398,2021-01-04-05:35:23,418170,77809,125257413,75728,0.8431,0.8467,0.8449,0.1579
1979.5887064933777,2021-01-04-05:36:46,433579,64231,125270991,60319,0.871,0.8779,0.8744,0.1289
2062.5397379398346,2021-01-04-05:38:09,431185,54637,125280585,62713,0.8875,0.873,0.8802,0.1228
2145.522408246994,2021-01-04-05:39:32,438804,60279,125274943,55094,0.8792,0.8885,0.8838,0.1194
2228.5000739097595,2021-01-04-05:40:55,444776,60887,125274335,49122,0.8796,0.9005,0.8899,0.1145
2311.3880140781403,2021-01-04-05:42:18,438521,48484,125286738,55377,0.9004,0.8879,0.8941,0.1093
2394.40753364563,2021-01-04-05:43:41,451249,51299,125283923,42649,0.8979,0.9136,0.9057,0.0979
2477.3376581668854,2021-01-04-05:45:04,452773,46901,125288321,41125,0.9061,0.9167,0.9114,0.0924
2560.2992515563965,2021-01-04-05:46:27,451740,44953,125290269,42158,0.9095,0.9146,0.9121,0.0909
2643.1846306324005,2021-01-04-05:47:49,450449,39413,125295809,43449,0.9195,0.912,0.9158,0.0872
2726.138719558716,2021-01-04-05:49:12,455210,43914,125291308,38688,0.912,0.9217,0.9168,0.0859
2808.9104537963867,2021-01-04-05:50:35,451257,43103,125292119,42641,0.9128,0.9137,0.9132,0.0893
2891.795253753662,2021-01-04-05:51:58,450816,37782,125297440,43082,0.9227,0.9128,0.9177,0.085
2974.610105276108,2021-01-04-05:53:21,457922,39086,125296136,35976,0.9214,0.9272,0.9242,0.0785
3057.5040068626404,2021-01-04-05:54:44,455857,35446,125299776,38041,0.9279,0.923,0.9254,0.0775
3140.3026978969574,2021-01-04-05:56:07,455945,39429,125295793,37953,0.9204,0.9232,0.9218,0.0811
3223.1421082019806,2021-01-04-05:57:29,453134,47432,125287790,40764,0.9052,0.9175,0.9113,0.0924
3306.039799928665,2021-01-04-05:58:52,451277,38442,125296780,42621,0.9215,0.9137,0.9176,0.085
3389.082051515579,2021-01-04-06:00:15,450845,43175,125292047,43053,0.9126,0.9128,0.9127,0.0898
3471.95862698555,2021-01-04-06:01:38,455900,36690,125298532,37998,0.9255,0.9231,0.9243,0.0776
3554.8915774822235,2021-01-04-06:03:01,458031,31710,125303512,35867,0.9353,0.9274,0.9313,0.0716
3637.636239051819,2021-01-04-06:04:24,459706,35681,125299541,34192,0.928,0.9308,0.9294,0.0733
3720.5027360916138,2021-01-04-06:05:47,455395,34952,125300270,38503,0.9287,0.922,0.9254,0.0768
3803.4776980876923,2021-01-04-06:07:10,464334,40881,125294341,29564,0.9191,0.9401,0.9295,0.0731
3886.320657014847,2021-01-04-06:08:33,461856,32409,125302813,32042,0.9344,0.9351,0.9348,0.0674
3969.337542295456,2021-01-04-06:09:56,460484,32844,125302378,33414,0.9334,0.9323,0.9329,0.0692
4052.25714802742,2021-01-04-06:11:18,461195,35148,125300074,32703,0.9292,0.9338,0.9315,0.0705
4135.123811721802,2021-01-04-06:12:41,460822,32543,125302679,33076,0.934,0.933,0.9335,0.0685
4217.935226917267,2021-01-04-06:14:04,463894,31367,125303855,30004,0.9367,0.9393,0.938,0.0649
4300.778063058853,2021-01-04-06:15:27,461025,31241,125303981,32873,0.9365,0.9334,0.935,0.067
4383.707816839218,2021-01-04-06:16:50,462603,32340,125302882,31295,0.9347,0.9366,0.9356,0.0665
4466.5396366119385,2021-01-04-06:18:13,464306,30548,125304674,29592,0.9383,0.9401,0.9392,0.063
4549.414607524872,2021-01-04-06:19:36,464797,34777,125300445,29101,0.9304,0.9411,0.9357,0.0665
4632.354912042618,2021-01-04-06:20:59,466667,29643,125305579,27231,0.9403,0.9449,0.9426,0.0598
4715.352521419525,2021-01-04-06:22:22,460938,27091,125308131,32960,0.9445,0.9333,0.9388,0.0627
4798.326623678207,2021-01-04-06:23:45,461904,35316,125299906,31994,0.929,0.9352,0.9321,0.0698
4881.197381258011,2021-01-04-06:25:07,462954,32829,125302393,30944,0.9338,0.9373,0.9356,0.0665
4964.148835659027,2021-01-04-06:26:30,464767,31507,125303715,29131,0.9365,0.941,0.9388,0.063
5047.065551519394,2021-01-04-06:27:53,462549,26460,125308762,31349,0.9459,0.9365,0.9412,0.0609
5129.9163019657135,2021-01-04-06:29:16,464839,29614,125305608,29059,0.9401,0.9412,0.9406,0.0614
