seconds,time,tp,fp,tn,fn,precision,recall,dice,loss
74.04352521896362,2020-12-31-04:58:42,59103,5872972,117844487,2052558,0.01,0.028,0.0147,0.9879
186.8418834209442,2020-12-31-05:00:35,9,11,123591378,2237722,0.45,0.0,0.0,0.8044
299.08188462257385,2020-12-31-05:02:27,0,0,123620610,2208510,nan,nan,nan,0.7137
411.7231652736664,2020-12-31-05:04:20,1007244,863300,122808470,1150106,0.5385,0.4669,0.5001,0.5409
524.4534635543823,2020-12-31-05:06:12,1531657,1009638,122689500,598325,0.6027,0.7191,0.6558,0.4054
636.9746301174164,2020-12-31-05:08:05,1763312,708193,122717484,640131,0.7135,0.7337,0.7234,0.3195
749.656744480133,2020-12-31-05:09:58,1862244,784678,122671132,511066,0.7036,0.7847,0.7419,0.3061
862.2712609767914,2020-12-31-05:11:50,1834074,527925,123051259,415862,0.7765,0.8152,0.7954,0.232
974.9134962558746,2020-12-31-05:13:43,1893945,538903,122992048,404224,0.7785,0.8241,0.8007,0.2207
1087.547312259674,2020-12-31-05:15:35,1667330,411958,123413758,336074,0.8019,0.8322,0.8168,0.2035
1199.7791686058044,2020-12-31-05:17:28,2036868,360470,123117078,314704,0.8496,0.8662,0.8578,0.1605
1312.1957337856293,2020-12-31-05:19:20,1821590,339462,123420700,247368,0.8429,0.8804,0.8613,0.1574
1424.7618618011475,2020-12-31-05:21:13,1840694,286940,123444634,256852,0.8651,0.8775,0.8713,0.1447
1537.2987849712372,2020-12-31-05:23:05,1848010,309459,123445040,226611,0.8566,0.8908,0.8733,0.1453
1649.9047532081604,2020-12-31-05:24:58,1910617,305686,123371253,241564,0.8621,0.8878,0.8747,0.1383
1762.3596727848053,2020-12-31-05:26:50,2028336,305827,123241915,253042,0.869,0.8891,0.8789,0.1313
1874.701847076416,2020-12-31-05:28:43,1918715,262073,123402303,246029,0.8798,0.8863,0.8831,0.1287
1986.9071252346039,2020-12-31-05:30:35,1942502,284956,123372542,229120,0.8721,0.8945,0.8831,0.129
2099.420576095581,2020-12-31-05:32:27,2348429,327446,122919910,233335,0.8776,0.9096,0.8933,0.1181
2212.102462053299,2020-12-31-05:34:20,1718723,211129,123664745,234523,0.8906,0.8799,0.8852,0.1273
2324.7106716632843,2020-12-31-05:36:13,2056208,221126,123329239,222547,0.9029,0.9023,0.9026,0.1066
2437.454739332199,2020-12-31-05:38:05,2190004,242664,123182156,214296,0.9002,0.9109,0.9055,0.1071
2549.9026403427124,2020-12-31-05:39:58,1826041,222578,123544877,235624,0.8914,0.8857,0.8885,0.1228
2662.563681602478,2020-12-31-05:41:50,2190983,296707,123121593,219837,0.8807,0.9088,0.8946,0.1153
2775.0016481876373,2020-12-31-05:43:43,2187087,236609,123182877,222547,0.9024,0.9076,0.905,0.1055
2887.358733177185,2020-12-31-05:45:35,1975972,248308,123427470,177370,0.8884,0.9176,0.9028,0.1134
2999.817416906357,2020-12-31-05:47:28,1883948,244195,123514089,186888,0.8853,0.9098,0.8973,0.1129
3112.094121694565,2020-12-31-05:49:20,1913552,207443,123528791,179334,0.9022,0.9143,0.9082,0.1008
3224.7762908935547,2020-12-31-05:51:13,2061731,199118,123372203,196068,0.9119,0.9132,0.9125,0.094
3337.2808611392975,2020-12-31-05:53:05,2321512,219214,123099673,188721,0.9137,0.9248,0.9192,0.0875
3450.006829023361,2020-12-31-05:54:58,1848712,198698,123626758,154952,0.903,0.9227,0.9127,0.0989
3562.9093222618103,2020-12-31-05:56:51,2141179,185284,123311946,190711,0.9204,0.9182,0.9193,0.0866
3675.3852882385254,2020-12-31-05:58:43,2059648,213638,123393093,162741,0.906,0.9268,0.9163,0.0913
3787.6267046928406,2020-12-31-06:00:36,2056020,185462,123378241,209397,0.9173,0.9076,0.9124,0.1085
3900.3345816135406,2020-12-31-06:02:28,2208403,257303,123144937,218477,0.8956,0.91,0.9028,0.1051
4013.0939354896545,2020-12-31-06:04:21,1866407,182781,123572095,207837,0.9108,0.8998,0.9053,0.1025
4125.64707159996,2020-12-31-06:06:14,2076787,242356,123301657,208320,0.8955,0.9088,0.9021,0.1169
4238.184454679489,2020-12-31-06:08:06,1822011,173825,123660844,172440,0.9129,0.9135,0.9132,0.0941
4350.865084648132,2020-12-31-06:09:59,2017335,166778,123462754,182253,0.9236,0.9171,0.9204,0.0919
4463.710694313049,2020-12-31-06:11:52,2073624,209761,123399572,146163,0.9081,0.9342,0.921,0.0838
4576.106078863144,2020-12-31-06:13:44,2181459,170559,123290524,186578,0.9275,0.9212,0.9243,0.0825
4688.797664642334,2020-12-31-06:15:37,1828684,155425,123696602,148409,0.9217,0.9249,0.9233,0.0852
4801.539806604385,2020-12-31-06:17:29,2046794,179310,123449712,153304,0.9195,0.9303,0.9249,0.0861
4914.281206846237,2020-12-31-06:19:22,1834941,157620,123681380,155179,0.9209,0.922,0.9215,0.0876
5026.668073415756,2020-12-31-06:21:15,1950723,171653,123559560,147184,0.9191,0.9298,0.9245,0.0859
5139.309842348099,2020-12-31-06:23:07,2062841,192999,123386332,186948,0.9144,0.9169,0.9157,0.092
5252.117930173874,2020-12-31-06:25:00,1910194,186361,123586828,145737,0.9111,0.9291,0.92,0.0871
5364.740830659866,2020-12-31-06:26:53,2174624,188463,123314877,151156,0.9202,0.935,0.9276,0.0789
5477.436903476715,2020-12-31-06:28:45,2413350,195324,123048697,171749,0.9251,0.9336,0.9293,0.0754
5590.059798240662,2020-12-31-06:30:38,1942427,177110,123532234,177349,0.9164,0.9163,0.9164,0.0922
5702.621573448181,2020-12-31-06:32:31,2098359,166402,123395899,168460,0.9265,0.9257,0.9261,0.0817
5815.445878505707,2020-12-31-06:34:23,2051871,178146,123436595,162508,0.9201,0.9266,0.9234,0.0876
5927.843415260315,2020-12-31-06:36:16,2052018,176727,123463343,137032,0.9207,0.9374,0.929,0.0794
6040.3702001571655,2020-12-31-06:38:08,2298915,196216,123178219,155770,0.9214,0.9365,0.9289,0.0766
6153.011625766754,2020-12-31-06:40:01,1981229,138270,123555701,153920,0.9348,0.9279,0.9313,0.0771
6265.692385673523,2020-12-31-06:41:54,2041295,168148,123484987,134690,0.9239,0.9381,0.9309,0.0755
6378.215425014496,2020-12-31-06:43:46,2276868,176383,123227281,148588,0.9281,0.9387,0.9334,0.0706
6490.841341018677,2020-12-31-06:45:39,2080515,188042,123386537,174026,0.9171,0.9228,0.92,0.0882
